index,question,answer,source,scene,orig_uid,core_gt_objects,extended_gt_objects,prediction,pred_scene_structured,pred_gender_structured,pred_occupation_structured,pred_action_structured,parse_status
63,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","person, truck",coco,street,coco_542541,"person, truck","person, truck","In the unknown scene, an unknown firefighter is standing.",unknown scene,unknown,firefighter,standing,strict_match
64,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","chair, dining table, handbag, person, potted plant, umbrella",coco,street,coco_473199,"chair, dining table, handbag, person, potted plant, umbrella","chair, dining table, handbag, person, potted plant, umbrella","In the outdoor dining area, an unknown person is walking.",outdoor dining area,unknown,person,walking,strict_match
65,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","car, dog, person",coco,street,coco_397903,"car, dog, person","car, dog, person","""In the car, an unknown person is taking a photo.""",car,unknown,person,taking a photo,loose_match
66,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","car, person, stop sign, truck",coco,street,coco_347101,"car, person, stop sign, truck","car, person, stop sign, truck","In the street scene, an unknown unknown is walking.",street scene,unknown,unknown,walking,strict_match
67,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","person, skateboard",coco,street,coco_442463,"person, skateboard","person, skateboard","""In the park, an unknown child is skateboarding.""",park,unknown,child,skateboarding,loose_match
68,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bus, person",coco,street,coco_44494,"bus, person","bus, person","In the street, an unknown unknown is waiting.",street,unknown,unknown,waiting,strict_match
69,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bicycle, bus, car, fire hydrant, person, traffic light, truck",coco,street,coco_496401,"bicycle, bus, car, fire hydrant, person, traffic light, truck","bicycle, bus, car, fire hydrant, person, traffic light, truck","""In the urban street, an unknown unknown is walking.""",urban street,unknown,unknown,walking,loose_match
70,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bus, car, person",coco,street,coco_469026,"bus, car, person","bus, car, person","In the street, an unknown driver is driving.",street,unknown,driver,driving,strict_match
71,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","handbag, person, umbrella",coco,street,coco_36598,"handbag, person, umbrella","handbag, person, umbrella","In the rainy scene, an unknown unknown is walking with an umbrella.",rainy scene,unknown,unknown,walking with an umbrella,strict_match
72,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","motorcycle, person",coco,street,coco_169972,"motorcycle, person","motorcycle, person","""In the outdoor scene, an unknown motorcyclist is racing.""",outdoor scene,unknown,motorcyclist,racing,loose_match
73,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","person, skateboard, umbrella",coco,street,coco_532605,"person, skateboard, umbrella","person, skateboard, umbrella","""In the mountainous scene, an unknown athlete is skateboarding.""",mountainous scene,unknown,athlete,skateboarding,loose_match
74,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bus, car, person",coco,street,coco_84170,"bus, car, person","bus, car, person","In the rainy street, an unknown driver is driving a bus.",rainy street,unknown,driver,driving a bus,strict_match
75,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","motorcycle, person",coco,street,coco_481894,"motorcycle, person","motorcycle, person","In the rural scene, a male unknown is sitting on a motorcycle.",rural scene,male,unknown,sitting on a motorcycle,strict_match
76,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","person, tie, umbrella",coco,street,coco_370136,"person, tie, umbrella","person, tie, umbrella","In the alley, an unknown person is holding an umbrella.",alley,unknown,person,holding an umbrella,strict_match
